name,type,rarity,vendor_value,id,icon,level,item_type,item_weight_class
Berserker's Privateer Gloves,Armor,Fine,51,1074,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,66,Gloves,Medium
Vital Worn Chain Coat,Armor,Fine,27,1075,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,13,Coat,Heavy
Vital Worn Chain Coat,Armor,Fine,33,1076,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,18,Coat,Heavy
Ravaging Privateer Shoulders of the Centaur,Armor,Rare,126,1077,https://render.guildwars2.com/file/F2F777D2A57EF6FC1E125BF3DF1F92F24C9DB2C4/61038.png,40,Shoulders,Medium
Malign Worn Chain Coat,Armor,Fine,21,1078,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,9,Coat,Heavy
Berserker's Privateer Gloves,Armor,Fine,54,1079,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,71,Gloves,Medium
Malign Worn Chain Coat,Armor,Fine,29,1080,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,14,Coat,Heavy
Ravaging Privateer Shoulders of Vampirism,Armor,Rare,139,1081,https://render.guildwars2.com/file/F2F777D2A57EF6FC1E125BF3DF1F92F24C9DB2C4/61038.png,47,Shoulders,Medium
Malign Worn Chain Coat,Armor,Fine,35,1082,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,19,Coat,Heavy
Strong Rogue Pauldrons of Vampirism,Armor,Rare,172,1083,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,60,Shoulders,Medium
Strong Worn Chain Coat,Armor,Fine,36,1084,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,21,Coat,Heavy
Berserker's Rogue Pauldrons of Infiltration,Armor,Rare,185,1085,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,67,Shoulders,Medium
Strong Worn Chain Coat,Armor,Fine,42,1086,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,26,Coat,Heavy
Berserker's Privateer Gloves,Armor,Fine,57,1087,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,76,Gloves,Medium
Strong Worn Scale Coat,Armor,Fine,47,1088,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,31,Coat,Heavy
Berserker's Rogue Pauldrons of Mercy,Armor,Rare,202,1089,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,74,Shoulders,Medium
Strong Worn Scale Coat,Armor,Fine,53,1090,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,36,Coat,Heavy
Rampager's Privateer Boots,Armor,Fine,57,1091,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,68,Boots,Medium
Ravaging Worn Chain Coat,Armor,Fine,38,1092,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,22,Coat,Heavy
Rampager's Privateer Boots,Armor,Fine,61,1093,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,73,Boots,Medium
Berserker's Rogue Pauldrons of the Flock,Armor,Rare,218,1094,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,80,Shoulders,Medium
Ravaging Worn Chain Coat,Armor,Fine,42,1095,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,27,Coat,Heavy
Ravaging Worn Scale Coat,Armor,Fine,48,1096,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,32,Coat,Heavy
Ravaging Rogue Pauldrons of the Flame Legion,Armor,Rare,156,1097,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,54,Shoulders,Medium
Ravaging Worn Scale Coat,Armor,Fine,53,1098,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,37,Coat,Heavy
Berserker's Privateer Gloves,Armor,Fine,60,1099,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,80,Gloves,Medium
Carrion Rogue Pauldrons of Strength,Armor,Rare,172,1100,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,61,Shoulders,Medium
Honed Worn Chain Coat,Armor,Fine,39,1101,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,23,Coat,Heavy
Honed Worn Chain Coat,Armor,Fine,44,1102,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,28,Coat,Heavy
Carrion Privateer Gloves,Armor,Fine,48,1103,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,62,Gloves,Medium
Honed Worn Scale Coat,Armor,Fine,50,1104,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,33,Coat,Heavy
Carrion Rogue Pauldrons of the Afflicted,Armor,Rare,189,1105,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,68,Shoulders,Medium
Honed Worn Scale Coat,Armor,Fine,54,1106,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,38,Coat,Heavy
Carrion Rogue Pauldrons of Dwayna,Armor,Rare,205,1107,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,75,Shoulders,Medium
Carrion Privateer Gloves,Armor,Fine,51,1108,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,67,Gloves,Medium
Ravaging Worn Chain Coat,Armor,Fine,39,1109,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,24,Coat,Heavy
Ravaging Worn Chain Coat,Armor,Fine,45,1110,https://render.guildwars2.com/file/41DE30110F45F035CEB206050CEC3F0A320AAA26/61043.png,29,Coat,Heavy
Carrion Rogue Pauldrons of the Grove,Armor,Rare,218,1111,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,80,Shoulders,Medium
Ravaging Worn Scale Coat,Armor,Fine,50,1112,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,34,Coat,Heavy
Rampager's Privateer Boots,Armor,Fine,64,1113,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,78,Boots,Medium
Ravaging Worn Scale Coat,Armor,Fine,56,1114,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,39,Coat,Heavy
Honed Rogue Pauldrons of Hoelbrak,Armor,Rare,159,1115,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,55,Shoulders,Medium
Carrion Privateer Gloves,Armor,Fine,54,1116,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,72,Gloves,Medium
Strong Worn Scale Coat,Armor,Fine,57,1117,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,41,Coat,Heavy
Rampager's Rogue Pauldrons of Grenth,Armor,Rare,175,1118,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,62,Shoulders,Medium
Strong Worn Scale Coat,Armor,Fine,63,1119,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,46,Coat,Heavy
Strong Worn Scale Coat,Armor,Fine,68,1120,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,51,Coat,Heavy
Rampager's Rogue Pauldrons of Hoelbrak,Armor,Rare,192,1121,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,69,Shoulders,Medium
Rampager's Privateer Boots,Armor,Fine,66,1122,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,80,Boots,Medium
Strong Worn Scale Coat,Armor,Fine,74,1123,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,56,Coat,Heavy
Carrion Privateer Gloves,Armor,Fine,57,1124,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,77,Gloves,Medium
Ravaging Worn Scale Coat,Armor,Fine,59,1125,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,42,Coat,Heavy
Ravaging Worn Scale Coat,Armor,Fine,63,1126,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,47,Coat,Heavy
Rampager's Rogue Pauldrons of Grenth,Armor,Rare,208,1127,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,76,Shoulders,Medium
Rampager's Rogue Pauldrons of the Eagle,Armor,Rare,218,1128,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,80,Shoulders,Medium
Ravaging Worn Scale Coat,Armor,Fine,69,1129,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,52,Coat,Heavy
Carrion Privateer Gloves,Armor,Fine,60,1130,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,80,Gloves,Medium
Ravaging Worn Scale Coat,Armor,Fine,74,1131,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,57,Coat,Heavy
Shaman's Rogue Pauldrons of Dwayna,Armor,Rare,195,1132,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,70,Shoulders,Medium
Honed Worn Scale Coat,Armor,Fine,60,1133,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,43,Coat,Heavy
Shaman's Rogue Pauldrons of Hoelbrak,Armor,Rare,208,1134,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,77,Shoulders,Medium
Honed Worn Scale Coat,Armor,Fine,65,1135,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,48,Coat,Heavy
Rampager's Privateer Gloves,Armor,Fine,49,1136,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,63,Gloves,Medium
Honed Worn Scale Coat,Armor,Fine,71,1137,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,53,Coat,Heavy
Honed Worn Scale Coat,Armor,Fine,75,1138,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,58,Coat,Heavy
Shaman's Privateer Boots,Armor,Fine,54,1139,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,64,Boots,Medium
Ravaging Worn Scale Coat,Armor,Fine,60,1140,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,44,Coat,Heavy
Shaman's Rogue Pauldrons of the Traveler,Armor,Rare,218,1141,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,80,Shoulders,Medium
Ravaging Worn Scale Coat,Armor,Fine,66,1142,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,49,Coat,Heavy
Cleric's Rogue Pauldrons of the Grove,Armor,Rare,195,1143,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,71,Shoulders,Medium
Rampager's Privateer Gloves,Armor,Fine,52,1144,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,68,Gloves,Medium
Ravaging Worn Scale Coat,Armor,Fine,71,1145,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,54,Coat,Heavy
Ravaging Worn Scale Coat,Armor,Fine,77,1146,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,59,Coat,Heavy
Cleric's Rogue Pauldrons of the Eagle,Armor,Rare,212,1147,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,78,Shoulders,Medium
Rampager's Privateer Gloves,Armor,Fine,55,1148,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,73,Gloves,Medium
Berserker's Reinforced Scale Coat,Armor,Fine,78,1149,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,61,Coat,Heavy
Berserker's Reinforced Scale Coat,Armor,Fine,84,1150,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,66,Coat,Heavy
Cleric's Rogue Pauldrons of Lyssa,Armor,Rare,218,1151,https://render.guildwars2.com/file/A90B3C403757375541C2A1E6AAA4D11FE8ED34B1/61255.png,80,Shoulders,Medium
Berserker's Reinforced Scale Coat,Armor,Fine,89,1153,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,71,Coat,Heavy
Shaman's Privateer Boots,Armor,Fine,58,1154,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,69,Boots,Medium
Berserker's Reinforced Scale Coat,Armor,Fine,95,1155,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,76,Coat,Heavy
Berserker's Reinforced Scale Coat,Armor,Fine,99,1156,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,80,Coat,Heavy
Carrion Reinforced Scale Coat,Armor,Fine,80,1157,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,62,Coat,Heavy
Carrion Reinforced Scale Coat,Armor,Fine,84,1160,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,67,Coat,Heavy
Rampager's Privateer Gloves,Armor,Fine,58,1161,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,78,Gloves,Medium
Carrion Reinforced Scale Coat,Armor,Fine,90,1162,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,72,Coat,Heavy
Carrion Reinforced Scale Coat,Armor,Fine,95,1163,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,77,Coat,Heavy
Mighty Studded Pants,Armor,Basic,5,1164,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,0,Leggings,Medium
Carrion Reinforced Scale Coat,Armor,Fine,99,1165,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,80,Coat,Heavy
Rampager's Privateer Gloves,Armor,Fine,60,1166,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,80,Gloves,Medium
Rampager's Reinforced Scale Coat,Armor,Fine,81,1167,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,63,Coat,Heavy
Rampager's Reinforced Scale Coat,Armor,Fine,86,1168,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,68,Coat,Heavy
Shaman's Privateer Boots,Armor,Fine,61,1169,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,74,Boots,Medium
Rampager's Reinforced Scale Coat,Armor,Fine,92,1170,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,73,Coat,Heavy
Rampager's Reinforced Scale Coat,Armor,Fine,96,1171,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,78,Coat,Heavy
Mighty Studded Pants,Armor,Basic,7,1172,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,0,Leggings,Medium
Shaman's Privateer Gloves,Armor,Fine,49,1173,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,64,Gloves,Medium
Rampager's Reinforced Scale Coat,Armor,Fine,99,1174,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,80,Coat,Heavy
Shaman's Reinforced Scale Coat,Armor,Fine,81,1175,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,64,Coat,Heavy
Shaman's Reinforced Scale Coat,Armor,Fine,87,1176,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,69,Coat,Heavy
Shaman's Reinforced Scale Coat,Armor,Fine,92,1177,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,74,Coat,Heavy
Shaman's Privateer Gloves,Armor,Fine,53,1178,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,69,Gloves,Medium
Shaman's Privateer Boots,Armor,Fine,65,1179,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,79,Boots,Medium
Shaman's Reinforced Scale Coat,Armor,Fine,98,1180,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,79,Coat,Heavy
Shaman's Reinforced Scale Coat,Armor,Fine,99,1181,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,80,Coat,Heavy
Shaman's Privateer Gloves,Armor,Fine,55,1182,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,74,Gloves,Medium
Berserker's Sneakthief Leggings of Divinity,Armor,Exotic,297,1183,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,62,Leggings,Medium
Shaman's Privateer Gloves,Armor,Fine,59,1184,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,79,Gloves,Medium
Berserker's Sneakthief Leggings of the Centaur,Armor,Exotic,331,1185,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,70,Leggings,Medium
Berserker's Sneakthief Leggings of Hoelbrak,Armor,Exotic,359,1186,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,78,Leggings,Medium
Shaman's Privateer Gloves,Armor,Fine,60,1187,https://render.guildwars2.com/file/16670E161F58E8F86BE60ED3F83AA1D6C7210945/61045.png,80,Gloves,Medium
Nika's Leggings,Armor,Exotic,370,1188,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,80,Leggings,Medium
Shaman's Privateer Boots,Armor,Fine,66,1189,https://render.guildwars2.com/file/AE01341F9C5DC77201C50D2E220D52AC96FCEDFF/61041.png,80,Boots,Medium
Carrion Sneakthief Leggings of the Centaur,Armor,Exotic,303,1190,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,63,Leggings,Medium
Carrion Sneakthief Leggings of Balthazar,Armor,Exotic,331,1191,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,71,Leggings,Medium
Carrion Sneakthief Leggings of Mercy,Armor,Exotic,364,1192,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,79,Leggings,Medium
Shiro's Leggings,Armor,Exotic,370,1193,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,80,Leggings,Medium
Rampager's Sneakthief Leggings of the Dolyak,Armor,Exotic,303,1194,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,64,Leggings,Medium
Rampager's Sneakthief Leggings of Scavenging,Armor,Exotic,336,1195,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,72,Leggings,Medium
Aidan's Leggings,Armor,Exotic,370,1196,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,80,Leggings,Medium
Shaman's Sneakthief Leggings of the Dolyak,Armor,Exotic,308,1197,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,65,Leggings,Medium
Mighty Worn Scale Coat of Grenth,Armor,Masterwork,57,1198,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,14,Coat,Heavy
Shaman's Sneakthief Leggings of the Pack,Armor,Exotic,342,1199,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,73,Leggings,Medium
Mighty Worn Scale Coat of Infiltration,Armor,Masterwork,72,1200,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,20,Coat,Heavy
Strong Worn Scale Coat of Scavenging,Armor,Masterwork,84,1201,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,26,Coat,Heavy
Reyna's Leggings,Armor,Exotic,370,1202,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,80,Leggings,Medium
Strong Worn Scale Coat of the Traveler,Armor,Masterwork,96,1203,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,32,Coat,Heavy
Cleric's Sneakthief Leggings of the Afflicted,Armor,Exotic,314,1204,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,66,Leggings,Medium
Strong Worn Scale Coat of the Grove,Armor,Masterwork,108,1205,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,38,Coat,Heavy
Ravaging Worn Scale Coat of the Flock,Armor,Masterwork,84,1206,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,27,Coat,Heavy
Cleric's Sneakthief Leggings of Infiltration,Armor,Exotic,342,1207,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,74,Leggings,Medium
Ravaging Worn Scale Coat of Vampirism,Armor,Masterwork,99,1208,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,33,Coat,Heavy
Zho's Leggings,Armor,Exotic,370,1209,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,80,Leggings,Medium
Strong Reinforced Scale Coat of Vampirism,Armor,Masterwork,120,1210,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,44,Coat,Heavy
Strong Reinforced Scale Coat of Grenth,Armor,Masterwork,135,1212,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,50,Coat,Heavy
Strong Reinforced Scale Coat of Hoelbrak,Armor,Masterwork,147,1213,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,56,Coat,Heavy
Ravaging Worn Scale Coat of the Flock,Armor,Masterwork,111,1215,https://render.guildwars2.com/file/1B9F6D25DCC424192DC3E1375BDFFB02499565FA/61047.png,39,Coat,Heavy
Ravaging Reinforced Scale Coat of the Afflicted,Armor,Masterwork,123,1216,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,45,Coat,Heavy
Ravaging Reinforced Scale Coat of Hoelbrak,Armor,Masterwork,135,1217,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,51,Coat,Heavy
Berserker's Sneakthief Leggings of Infiltration,Armor,Exotic,353,1218,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,76,Leggings,Medium
Ravaging Reinforced Scale Coat of Mercy,Armor,Masterwork,147,1219,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,57,Coat,Heavy
Honed Reinforced Scale Coat of Strength,Armor,Masterwork,114,1220,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,40,Coat,Heavy
Vatlaaw's Leggings,Armor,Exotic,370,1221,https://render.guildwars2.com/file/DD4D5CEC01DD45E656A7B6DA540161385D78B2B8/561553.png,80,Leggings,Medium
Mighty Studded Pants,Armor,Fine,16,1222,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,6,Leggings,Medium
Honed Reinforced Scale Coat of Rage,Armor,Masterwork,126,1223,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,46,Coat,Heavy
Honed Reinforced Scale Coat of Strength,Armor,Masterwork,138,1224,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,52,Coat,Heavy
Mighty Studded Pants,Armor,Fine,23,1225,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,11,Leggings,Medium
Honed Reinforced Scale Coat of the Afflicted,Armor,Masterwork,150,1226,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,58,Coat,Heavy
Mighty Studded Pants,Armor,Fine,28,1227,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,16,Leggings,Medium
Ravaging Reinforced Scale Coat of the Eagle,Armor,Masterwork,141,1228,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,53,Coat,Heavy
Ravaging Reinforced Scale Coat of Strength,Armor,Masterwork,153,1229,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,59,Coat,Heavy
Precise Studded Pants,Armor,Fine,17,1230,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,7,Leggings,Medium
Berserker's Reinforced Scale Coat of Infiltration,Armor,Masterwork,159,1231,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,62,Coat,Heavy
Berserker's Reinforced Scale Coat of the Eagle,Armor,Masterwork,171,1232,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,68,Coat,Heavy
Precise Studded Pants,Armor,Fine,24,1233,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,12,Leggings,Medium
Precise Studded Pants,Armor,Fine,30,1234,https://render.guildwars2.com/file/9EDA0D4C957DA89F653E9D27695592B139ECD035/61049.png,17,Leggings,Medium
Berserker's Reinforced Scale Coat of Hoelbrak,Armor,Masterwork,183,1235,https://render.guildwars2.com/file/19F90C0019AF1F763A972B2C01FF424CA63D049C/61048.png,74,Coat,Heavy
